reaction_name,smirks,reference
{Meta-phenyl to cyclopropane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C1CC1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 2-oxabicyclo[2.1.1]hexane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(CO1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to trans-cyclopropyl ketone},"[*:1]c1[cH][c]([c,C,n,N,o,O,s,S:2])[cH][cH][cH]1>>[*:1][C@@](C1)[C@@]1C(=O)([c,C,n,N,o,O,s,S:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to enone},"[c,C,n,N,o,O,s,S:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[c,C,n,N,o,O,s,S:1]C(=O)/C=C/[*:2]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to azetidine amide},"[c,C,n,N,o,O,s,S:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[c,C,n,N,o,O,s,S:1]C(=O)N(C1)CC1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to oxime},"[c,C,n,N,o,O,s,S:1]c1[cH][c]([c,C:2])[cH][cH][cH]1>>[c,C,n,N,o,O,s,S:1]C=NO[c,C:2]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to amide},"[*:1]c1[cH][c]([c,C,n,N,o,O,s,S:2])[cH][cH][cH]1>>[*:1]CNC(=O)[c,C,n,N,o,O,s,S:2]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to bicyclo[2.1.1]hexane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(CC1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 2-oxabicyclo[2.1.1]hexane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(OC1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 2-azabicyclo[2.1.1]hexane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(NC1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to bicyclo[3.1.1]heptane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(CCC1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 2-oxabicyclo[3.1.1]heptane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(OCC1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 3-azabicyclo[3.1.1]heptane},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]C(CNC1)(C2)CC12([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{N-methyl azole to N-trifluoromethyl azole},"[n:1]1([CH3])[c,n:2][c,n:3][c,n:4][c,n:5]1>>[n:1]1(C(F)(F)F)[c,n:2][c,n:3][c,n:4][c,n:5]1","https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c01457"
{N-methyl amine to N-trifluoromethyl amine},"[c,C:1][N:2]([CH3])[C:3]>>[c,C:1][N:2](C(F)(F)F)[C:3]","https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c01457"
{Ortho-phenyl to bicyclo[2.1.1]hexane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C(CC1)(C2)C([*:2])C12","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to bicyclo[2.1.1]hexane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1(C2)CC2CC1[*:2]","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 2-oxabicyclo[2.1.1]hexane}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C(CO1)(C2)C([*:2])C12","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to furan},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1occc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to thiophene},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1sccc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to pyrrole},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[nH]ccc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to oxazole},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1ncoc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to thiazole},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1ncsc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 3,4-pyrazole}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1n[nH]cc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 4,5-imidazole}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1nc[nH]c1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 1,2,3-thiadiazole}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1snnc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 1,2,3-triazole}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[nH]nnc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 2,3-pyridine}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[c]([*:2])nccc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 3,4-pyridine}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[c]([*:2])cncc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to pyrazine},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[c]([*:2])nccn1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 3,4-pyridazine}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[c]([*:2])nncc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to pyrimidine},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1[c]([*:2])ncnc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to cyclopropane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1([*:2])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to cyclopentane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1C([*:2])CCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to cyclohexane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1C([*:2])CCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to piperidine},"[*:1][c;R1]1[c;R1]([c,C:2])[cH][cH][cH][cH]1>>[*:1]C1N([c,C:2])CCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to BCP},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1C(C2)([*:2])CC12","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to bicyclo[2.1.1]hexane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1C(C2)([*:2])CCC12","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-pyridine to cyclopropyl carbonyl},"[*:1][c;R1]1[c;R1]([*:2])[n][cH][cH][cH]1>>[*:1]C1(CC1)C(=O)([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to pyridine},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]c1c([*:2])ccnc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 1,2-imidazole}","[c,C:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[c,C:1]n1ccnc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to pyrazole}","[c,C:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[c,C:1]n1nccc1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to tetrahydrofuran},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1COCC1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to cyclopropane},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1CCCC1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Ortho-phenyl to tetrahydropyran},"[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1CCOCC1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Ortho-phenyl to 3,3-dimethyltetrahydropyran}","[*:1][c;R1]1[c;R1]([*:2])[cH][cH][cH][cH]1>>[*:1]C1C(C)(C)COCC1([*:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Biphenyl to biphenylene},"[*:1]c1[cH][cH][c]([c]2[cH][cH][c]([*:2])[cH][cH]2)[cH][cH]1>>c1(cc([*:1])cc2)c2c(cc([*:2])cc3)c13","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Biphenyl to bithiophene},"[*:1]c1[cH][cH][c]([c]2[cH][cH][c]([*:2])[cH][cH]2)[cH][cH]1>>[*:1]c1sc(cc([*:2])s2)c2c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Biphenyl to fused imidazole-thiazole moiety},"[*:1]c1[cH][cH][c]([c]2[cH][cH][c]([*:2])[cH][cH]2)[cH][cH]1>>[*:1]c1sc(nc([*:2])c2)n2c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Biphenyl to bithiophene alternative option},"[*:1]c1[cH][cH][c]([c]2[cH][cH][c]([*:2])[cH][cH]2)[cH][cH]1>>c1sc(c([*:2])cs2)c2c1([*:1])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Isoquinoline to acetylene-pyridine moiety},"[n:1]1[c:2]c(c[c:3]cc2)c2[c:4][c:5]1>>[n:1]1[c:2]c(C#[C:3])c[c:4][c:5]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Alkyne to BCP},"[*:1]C#C[*:2]>>[*:1]C1(C2)CC2([*:2])C1","https://pubs.acs.org/doi/full/10.1021/jacsau.3c00014"
{Piperidine to bridged piperidine},"[N:1]1[C:2][C:3][C:4][C:5][C:6]1>>[N:1]1[C:2][C:3](C2)[C:4][C:5]2[C:6]1","https://enamine.net/building-blocks/medchem/analogues-of-piperidine-for-drug-design"
{Piperidine to fused piperidine},"[N:1]1[C:2][C:3][C:4][C:5][C:6]1>>[N:1]1[C:2][C:3]2([H])[C:4][C:5]2([H])[C:6]1","https://enamine.net/building-blocks/medchem/analogues-of-piperidine-for-drug-design"
{Piperidine to alternative fused piperidine},"[N:1]1[C:2][C:3][C:4][C:5][C:6]1>>[N:1]1[C:2]C([C:3][C:4][C:5]2)([H])C2([H])[C:6]1","https://enamine.net/building-blocks/medchem/analogues-of-piperidine-for-drug-design"
{Piperidine to azepane},"[N:1]1[C:2][C:3][C:4][C:5][C:6]1>>[N:1]1[C:2][C:3][C:4]C[C:5][C:6]1","https://enamine.net/building-blocks/medchem/analogues-of-piperidine-for-drug-design"
{Carboxylic acid to 3-isoxazolol},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1C([OH])=NOC=1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 1,2,5-oxadiazol-3-yloxy}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1C([OH])=NON=1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 1,2,5-thiadiazol-3-yloxy}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1C([OH])=NSN=1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 1,2-dihydro-5H-tetrazol-5-one}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][N:2]1C(=O)[NH]N=N1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 1,2,4-oxadiazolidine-3,5-dione}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][N:2]1C(=O)[NH]C(=O)O1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 1,2,4-oxadiazol-5(2H)-one}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1[NH]C(=O)ON=1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Carboxylic acid to 4-hydroxy-2(3H)-thiazolone},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1C(=O)[NH]C(=O)S1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 2,4-oxazolidinedione}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1C(=O)[NH]C(=O)O1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Carboxylic acid to 3-(hydroxymethylene)-2,4-pyrrolidinedione}","[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][N:2]1CC(=O)C(=C[OH])C(=O)1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Carboxylic acid to moniliformin},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1=C([OH])C(=O)C(=O)1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Carboxylic acid to oxetane},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1(COC1)[OH]","https://pubs.acs.org/doi/full/10.1021/acs.jafc.3c00765"
{Carboxylic acid to thietane},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1(CSC1)[OH]","https://pubs.acs.org/doi/full/10.1021/acs.jafc.3c00765"
{Carboxylic acid to thietane oxide},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1(CS(=O)C1)[OH]","https://pubs.acs.org/doi/full/10.1021/acs.jafc.3c00765"
{Carboxylic acid to thietane dioxide},"[C,c:1][C:2](=O)[OH,O-]>>[C,c:1][C:2]1(CS(=O)(=O)C1)[OH]","https://pubs.acs.org/doi/full/10.1021/acs.jafc.3c00765"
"{Para-phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]thiazole}","[C,c:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[C,c:1]N1Cc(nc([*:2])s2)c2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]oxazole}","[C,c:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[C,c:1]N1Cc(nc([*:2])o2)c2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]triazole}","[C,c:1]c1[cH][cH][c]([C,c:2])[cH][cH]1>>[C,c:1]N1Cc(nn([C,c:2])n2)c2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-d]imidazole}","[C,c:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[C,c:1]N1Cc([nH]c([*:2])n2)c2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazole}","[C,c:1]c1[cH][cH][c]([C,c:2])[cH][cH]1>>[C,c:1]N1Cc(nn([C,c:2])c2)c2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 5,6-dihydro-4H-pyrrolo[1,2-b]pyrazole}","[C,c:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]C1Cn(nc([*:2])c2)c2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to alternative bioxazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1oc(nc([*:2])o2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to bioxazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1oc(oc([*:2])n2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to alternative bithiazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1sc(nc([*:2])s2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to bithiazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1sc(sc([*:2])n2)c2n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to imidazothiazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1sc(nc([*:2])c2)n2c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrazolooxazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1oc(cc([*:2])n2)n2c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrazolothiazole},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]c1sc(cc([*:2])n2)n2c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Phenol to 3,4-dihydroquinolin-2(1H)-one}","[c:1]([OH])[cH:2]>>[c:1](NC(=O)CC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Phenol to 3,4-dihydro-2(1H)-quinazolinone}","[c:1]([OH])[cH:2]>>[c:1](NC(=O)NC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Phenol to 3,4-dihydro-2(1H)-quinoxalinone}","[c:1]([OH])[cH:2]>>[c:1](NC(=O)CN1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to 2-hydroxyquinoline},"[c:1]([OH])[cH:2]>>[c:1](NC(=O)C=C1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Phenol to 1,4-dihydro-2H-3,1-benzoxazin-2-one}","[c:1]([OH])[cH:2]>>[c:1](NC(=O)OC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Phenol to 1H-2,1-benzothiazine,3,4-dihydro-,2,2-dioxide}","[c:1]([OH])[cH:2]>>[c:1](NS(=O)(=O)CC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Phenol to 1H-2,1,3-benzothiadiazine,3,4-dihydro-,2,2-dioxide}","[c:1]([OH])[cH:2]>>[c:1](NS(=O)(=O)NC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Phenol to 1H-2,1,4-benzothiadiazine,3,4-dihydro-,2,2-dioxide}","[c:1]([OH])[cH:2]>>[c:1](NS(=O)(=O)CN1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to 2-benzimidazolinone},"[c:1]([OH])[cH:2]>>[c:1](NC(=O)N1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to isatin},"[c:1]([OH])[cH:2]>>[c:1](NC(=O)C(=O)1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to benzimidazole},"[c:1]([OH])[cH:2]>>[c:1]([nH]C=N1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to 1H-benzotriazole},"[c:1]([OH])[cH:2]>>[c:1]([nH]N=N1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to 2-aminobenzothiazole},"[c:1]([OH])[cH:2]>>[c:1](N=C(N)S1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Phenol to 2-pyrazole},"[c:1]1([OH])[cH:2][c:3][c:4][c:5][cH]1>>[NH:1]1[N:2]=[C:3][C:4]=[C:5]1","https://doi.org/10.1002/ardp.202400700"
"{Catechol to 3,4-dihydroquinolin-2(1H)-one}","[c:1]([OH])[c:2]([OH])>>[c:1](NC(=O)CC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Catechol to 3,4-dihydro-2(1H)-quinazolinone}","[c:1]([OH])[c:2]([OH])>>[c:1](NC(=O)NC1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
"{Catechol to 3,4-dihydro-2(1H)-quinoxalinone}","[c:1]([OH])[c:2]([OH])>>[c:1](NC(=O)CN1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
{Catechol to 2-hydroxyquinoline},"[c:1]([OH])[c:2]([OH])>>[c:1](NC(=O)C=C1)[c:2]1","https://pubs.acs.org/doi/full/10.1021/jm1013693"
